 שם ישוב,סמל ישוב,מספר קלפי,בזב,מצביעים,פסולים,כשרים,אמת,ג,ד,הי,הפ,הק,ו,ז,זה,זך,טב,יק,כן,מחל,מרץ,נ,ני,נץ,נק,עם,פ,פה,פז,פי,פך,פנ,פץ,ץ,צפ,צק,ק,קנ,רק,שס
אלעד, 001309, 0006.0, 000419, 000371, 000000, 000371, 000001, 000119, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000077, 000000, 000000, 000010, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000001, 000016, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000125
אלעד, 001309, 0007.0, 000703, 000624, 000003, 000621, 000004, 000141, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000093, 000000, 000000, 000012, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000001, 000056, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000288
אלעד, 001309, 0008.0, 000532, 000460, 000005, 000455, 000003, 000070, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000009, 000000, 000000, 000006, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000002, 000046, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000001, 000000, 000000, 000311
אלעד, 001309, 0009.0, 000643, 000595, 000006, 000589, 000001, 000252, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000040, 000000, 000000, 000007, 000001, 000000, 000000, 000007, 000000, 000000, 000000, 000001, 000026, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000251
אלעד, 001309, 0010.0, 000764, 000672, 000002, 000670, 000001, 000258, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000001, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000367
אלעד, 001309, 0011.0, 000587, 000510, 000000, 000510, 000001, 000071, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000061, 000000, 000000, 000007, 000000, 000000, 000000, 000010, 000000, 000000, 000000, 000001, 000042, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000001, 000000, 000314
אלעד, 001309, 0012.0, 000661, 000614, 000003, 000611, 000000, 000329, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000019, 000000, 000000, 000002, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000233
אלעד, 001309, 0013.0, 000701, 000621, 000002, 000619, 000001, 000347, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000107, 000000, 000000, 000017, 000000, 000000, 000000, 000022, 000000, 000000, 000000, 000000, 000031, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000091
אלעד, 001309, 0014.0, 000714, 000641, 000004, 000637, 000000, 000178, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000078, 000000, 000000, 000017, 000000, 000000, 000000, 000028, 000000, 000000, 000000, 000000, 000027, 000000, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000000, 000000, 000302
אלעד, 001309, 0015.0, 000571, 000527, 000002, 000525, 000001, 000191, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000003, 000001, 000000, 000000, 000012, 000000, 000000, 000000, 000001, 000024, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000000, 000000, 000284
אלעד, 001309, 0016.0, 000713, 000659, 000006, 000653, 000000, 000509, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000001, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000124
אלעד, 001309, 0017.0, 000538, 000452, 000000, 000452, 000002, 000093, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000011, 000000, 000000, 000002, 000000, 000000, 000000, 000008, 000000, 000001, 000000, 000000, 000030, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000000, 000000, 000001, 000299
אלעד, 001309, 0018.0, 000646, 000582, 000003, 000579, 000003, 000154, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000097, 000000, 000000, 000014, 000000, 000000, 000000, 000019, 000000, 000000, 000000, 000004, 000023, 000000, 000000, 000000, 000000, 000013, 000002, 000000, 000000, 000000, 000000, 000250
אלעד, 001309, 0019.0, 000487, 000431, 000001, 000430, 000001, 000114, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000040, 000000, 000001, 000020, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000003, 000027, 000000, 000000, 000000, 000001, 000001, 000000, 000000, 000000, 000000, 000000, 000215
אלעד, 001309, 0020.0, 000604, 000555, 000000, 000555, 000000, 000337, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000016, 000000, 000000, 000000, 000002, 000019, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000001, 000000, 000175
אלעד, 001309, 0021.0, 000519, 000462, 000004, 000458, 000003, 000109, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000037, 000000, 000000, 000007, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000001, 000021, 000000, 000000, 000001, 000000, 000003, 000000, 000000, 000000, 000000, 000000, 000263
אלעד, 001309, 0022.0, 000695, 000636, 000000, 000636, 000001, 000241, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000029, 000000, 000000, 000008, 000000, 000000, 000000, 000017, 000000, 000000, 000000, 000000, 000022, 000000, 000000, 000001, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000316
אלעד, 001309, 0023.0, 000755, 000682, 000002, 000680, 000001, 000183, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000000, 000005, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000000, 000030, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000001, 000000, 000444
אלעד, 001309, 0024.0, 000386, 000342, 000001, 000341, 000000, 000106, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000010, 000000, 000000, 000003, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000196
אלעד, 001309, 0025.0, 000526, 000483, 000005, 000478, 000001, 000254, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000004, 000000, 000000, 000000, 000004, 000000, 000000, 000000, 000001, 000012, 000000, 000000, 000000, 000001, 000003, 000000, 000000, 000000, 000000, 000000, 000193
אלעד, 001309, 0026.0, 000499, 000421, 000000, 000421, 000000, 000038, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000084, 000000, 000000, 000024, 000000, 000000, 000000, 000021, 000000, 000000, 000000, 000002, 000030, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000001, 000000, 000218
אלעד, 001309, 0027.0, 000531, 000494, 000000, 000494, 000000, 000346, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000011, 000000, 000000, 000001, 000000, 000000, 000000, 000006, 000000, 000000, 000000, 000002, 000010, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000116
אלעזר, 003618, 0001.0, 000569, 000472, 000001, 000471, 000007, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000327, 000000, 000001, 000071, 000000, 000000, 000000, 000041, 000000, 000000, 000000, 000008, 000001, 000000, 000000, 000000, 000000, 000008, 000000, 000000, 000000, 000002, 000000, 000003
אלעזר, 003618, 0002.0, 000587, 000515, 000002, 000513, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000337, 000000, 000000, 000083, 000000, 000000, 000000, 000048, 000000, 000000, 000000, 000008, 000002, 000000, 000000, 000000, 000001, 000015, 000001, 000000, 000000, 000002, 000000, 000011
אלפי מנשה, 003750, 0001.0, 000755, 000582, 000001, 000581, 000064, 000009, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000001, 000047, 000001, 000012, 000222, 000013, 000000, 000000, 000008, 000000, 000000, 000000, 000147, 000002, 000000, 000000, 000000, 000000, 000009, 000014, 000000, 000000, 000012, 000002, 000010
אלפי מנשה, 003750, 0002.0, 000412, 000309, 000001, 000308, 000047, 000001, 000000, 000000, 000002, 000000, 000001, 000008, 000000, 000000, 000023, 000000, 000009, 000092, 000004, 000000, 000000, 000003, 000000, 000000, 000000, 000087, 000000, 000000, 000000, 000000, 000000, 000004, 000020, 000000, 000000, 000000, 000003, 000004
אלפי מנשה, 003750, 0003.0, 000668, 000495, 000001, 000494, 000057, 000003, 000001, 000000, 000000, 000000, 000000, 000006, 000000, 000000, 000057, 000000, 000008, 000164, 000005, 000000, 000000, 000010, 000000, 000000, 000000, 000124, 000007, 000001, 000000, 000000, 000000, 000005, 000021, 000000, 000000, 000004, 000002, 000019
אלפי מנשה, 003750, 0004.0, 000541, 000393, 000002, 000391, 000059, 000001, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000003, 000030, 000000, 000004, 000131, 000011, 000001, 000000, 000003, 000000, 000000, 000000, 000105, 000004, 000000, 000000, 000000, 000000, 000005, 000022, 000000, 000000, 000005, 000001, 000004
אלפי מנשה, 003750, 0005.0, 000706, 000520, 000005, 000515, 000070, 000004, 000000, 000000, 000000, 000000, 000000, 000011, 000000, 000000, 000048, 000000, 000012, 000128, 000016, 000000, 000000, 000010, 000000, 000001, 000000, 000150, 000000, 000000, 000000, 000000, 000000, 000009, 000037, 000000, 000000, 000009, 000001, 000009
אלפי מנשה, 003750, 0006.0, 000668, 000549, 000000, 000549, 000056, 000002, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000053, 000000, 000012, 000179, 000010, 000000, 000000, 000008, 000000, 000000, 000000, 000170, 000004, 000000, 000000, 000000, 000000, 000002, 000033, 000000, 000000, 000010, 000002, 000004
אלפי מנשה, 003750, 0007.0, 000497, 000388, 000002, 000386, 000049, 000001, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000001, 000046, 000000, 000017, 000120, 000014, 000000, 000000, 000007, 000000, 000000, 000000, 000075, 000005, 000000, 000000, 000000, 000000, 000005, 000027, 000000, 000000, 000008, 000000, 000008
אלפי מנשה, 003750, 0008.0, 000619, 000487, 000004, 000483, 000070, 000002, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000039, 000001, 000017, 000147, 000015, 000000, 000000, 000003, 000000, 000000, 000000, 000138, 000005, 000000, 000000, 000000, 000001, 000003, 000024, 000000, 000001, 000008, 000001, 000004
אלפי מנשה, 003750, 0009.0, 000434, 000347, 000004, 000343, 000048, 000002, 000000, 000000, 000000, 000000, 000000, 000005, 000000, 000000, 000040, 000000, 000006, 000107, 000003, 000000, 000000, 000005, 000000, 000000, 000000, 000072, 000004, 000001, 000000, 000000, 000000, 000007, 000022, 000001, 000000, 000003, 000001, 000016
אלקוש, 000603, 0001.0, 000257, 000146, 000000, 000146, 000010, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000014, 000000, 000002, 000055, 000000, 000000, 000000, 000007, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000000, 000007, 000005, 000000, 000000, 000001, 000000, 000029
אלקנה, 003560, 0001.0, 000772, 000662, 000000, 000662, 000002, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000001, 000512, 000000, 000002, 000076, 000000, 000000, 000000, 000036, 000000, 000000, 000000, 000008, 000005, 000000, 000000, 000000, 000001, 000008, 000001, 000000, 000000, 000002, 000000, 000005
אלקנה, 003560, 0002.0, 000627, 000504, 000001, 000503, 000004, 000004, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000358, 000000, 000000, 000058, 000001, 000000, 000000, 000040, 000000, 000000, 000000, 000005, 000004, 000000, 000000, 000000, 000000, 000010, 000003, 000000, 000000, 000003, 000000, 000011
אלקנה, 003560, 0003.0, 000585, 000486, 000002, 000484, 000004, 000006, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000326, 000000, 000000, 000074, 000002, 000000, 000000, 000034, 000000, 000000, 000000, 000012, 000001, 000000, 000000, 000000, 000000, 000013, 000000, 000000, 000000, 000003, 000000, 000008
אלקנה, 003560, 0004.0, 000464, 000412, 000000, 000412, 000002, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000298, 000000, 000000, 000056, 000000, 000000, 000000, 000025, 000000, 000000, 000000, 000010, 000003, 000000, 000000, 000000, 000000, 000002, 000001, 000000, 000000, 000001, 000001, 000011
אמונים, 000772, 0001.0, 000629, 000452, 000001, 000451, 000053, 000000, 000000, 000000, 000000, 000000, 000000, 000008, 000000, 000000, 000026, 000000, 000022, 000124, 000010, 000000, 000000, 000001, 000000, 000000, 000000, 000101, 000002, 000000, 000000, 000000, 000000, 000006, 000027, 000000, 000000, 000004, 000000, 000067
אמירים, 001064, 0001.0, 000485, 000364, 000002, 000362, 000082, 000004, 000001, 000000, 000000, 000000, 000010, 000018, 000000, 000000, 000020, 000000, 000011, 000026, 000043, 000000, 000000, 000006, 000000, 000000, 000000, 000087, 000001, 000000, 000000, 000000, 000000, 000012, 000021, 000002, 000001, 000010, 000000, 000007
אמנון, 001253, 0001.0, 000236, 000151, 000002, 000149, 000033, 000000, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000024, 000000, 000008, 000034, 000005, 000000, 000000, 000001, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000000, 000006, 000008, 000000, 000001, 000002, 000000, 000008
אמציה, 000023, 0001.0, 000341, 000275, 000000, 000275, 000008, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000000, 000000, 000186, 000000, 000003, 000021, 000002, 000000, 000000, 000017, 000000, 000000, 000000, 000011, 000000, 000000, 000000, 000000, 000000, 000009, 000008, 000000, 000000, 000001, 000002, 000005
אניעם, 004012, 0001.0, 000378, 000260, 000000, 000260, 000063, 000002, 000000, 000000, 000000, 000000, 000000, 000004, 000000, 000000, 000042, 000000, 000006, 000040, 000003, 000000, 000000, 000007, 000000, 000000, 000000, 000053, 000000, 000000, 000000, 000000, 000000, 000003, 000019, 000002, 000001, 000006, 000005, 000004
אסד (שבט), 000960, 0001.0, 000381, 000085, 000002, 000083, 000002, 000000, 000032, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000006, 000001, 000000, 000000, 000001, 000000, 000031, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000004
אספר, 003754, 0001.0, 000225, 000173, 000001, 000172, 000001, 000060, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000055, 000000, 000000, 000002, 000000, 000000, 000000, 000015, 000000, 000000, 000000, 000000, 000006, 000005, 000000, 000000, 000001, 000007, 000000, 000000, 000000, 000000, 000000, 000020
אעבלין, 000529, 0001.0, 000651, 000425, 000004, 000421, 000016, 000005, 000053, 000000, 000000, 000003, 000160, 000000, 000000, 000000, 000001, 000000, 000005, 000021, 000003, 000000, 000000, 000001, 000000, 000125, 000000, 000002, 000000, 000000, 000000, 000001, 000000, 000001, 000001, 000000, 000001, 000001, 000000, 000021
אעבלין, 000529, 0002.0, 000631, 000360, 000000, 000360, 000018, 000000, 000061, 000000, 000000, 000000, 000158, 000000, 000000, 000000, 000000, 000000, 000006, 000015, 000002, 000000, 000000, 000000, 000000, 000079, 000000, 000004, 000000, 000000, 000000, 000000, 000000, 000000, 000006, 000001, 000001, 000000, 000000, 000009
אעבלין, 000529, 0003.0, 000690, 000403, 000004, 000399, 000033, 000003, 000087, 000000, 000000, 000000, 000111, 000000, 000000, 000000, 000002, 000001, 000012, 000022, 000005, 000000, 000000, 000001, 000000, 000075, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000002, 000002, 000003, 000003, 000001, 000000, 000036
אעבלין, 000529, 0004.0, 000648, 000419, 000005, 000414, 000030, 000001, 000052, 000000, 000000, 000000, 000130, 000000, 000000, 000000, 000000, 000000, 000006, 000025, 000006, 000000, 000000, 000000, 000000, 000148, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000005, 000000, 000000, 000000, 000000, 000010
אעבלין, 000529, 0005.0, 000608, 000371, 000010, 000361, 000033, 000002, 000063, 000000, 000000, 000000, 000110, 000000, 000000, 000000, 000000, 000000, 000003, 000021, 000007, 000000, 000000, 000000, 000000, 000107, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000003, 000000, 000011
אעבלין, 000529, 0006.0, 000651, 000372, 000006, 000366, 000033, 000001, 000082, 000000, 000000, 000001, 000102, 000000, 000000, 000000, 000000, 000000, 000005, 000024, 000013, 000000, 000000, 000000, 000000, 000095, 000000, 000001, 000000, 000000, 000000, 000000, 000000, 000000, 000003, 000000, 000000, 000000, 000000, 000006
אעבלין, 000529, 0007.0, 000623, 000303, 000000, 000303, 000007, 000000, 000047, 000000, 000000, 000001, 000101, 000001, 000000, 000000, 000000, 000000, 000003, 000018, 000002, 000000, 000000, 000000, 000000, 000117, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000000, 000006
אעבלין, 000529, 0008.0, 000641, 000381, 000006, 000375, 000008, 000002, 000087, 000000, 000000, 000000, 000146, 000000, 000000, 000000, 000000, 000000, 000004, 000015, 000002, 000000, 000000, 000000, 000000, 000102, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000001, 000002, 000000, 000000, 000000, 000000, 000004
אעבלין, 000529, 0009.0, 000591, 000317, 000004, 000313, 000011, 000001, 000083, 000000, 000000, 000001, 000100, 000000, 000000, 000000, 000000, 000001, 000008, 000009, 000013, 000000, 000000, 000000, 000000, 000065, 000000, 000002, 000000, 000000, 000000, 000000, 000000, 000000, 000001, 000000, 000000, 000002, 000000, 000016
